idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
28	2801	0	0	0	63	1	0	10	5	0	0	0	0	0	2	5	0	0	0	0	0	0	0	15	0	0	0	45	0	0	0	0	0	2248.28	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	163.97	67.2	14.03	20.58	0	0	0	0	0	0	0	0	0	0	0	1982.5	0	1982.5	337.03	0	0	0	0	0	0	0	381.81	0	0	0	0	0	0	0	0	0	0	0.4	0.23	0.07	0	2248.28	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.81	0	381.81	328.78	0	328.78	0	0	43.76	0	0	0	0	47.89	0	0	0	0	1600.69	674	0	12	0	1982.5	2189.04	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926.69	-926.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	2248.28	0	0	0	0	2248.28	0	381.81	381.81	0	381.81	0	0	265.78	0	0	265.78	1600.69	2248.28	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647.59	1600.69	2248.28	0	0	1982.5	2248.28	1982.5	0	1982.5	1600.69	0	1982.5	0	1600.69	0	0	0	1600.69	1600.69	0	2801	0	0
29	2901	0	0	0	73	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913.84	0	1913.84	325.35	133.27	0	0	0	0	0	133.27	172.25	0	0	0	0	0	0	0	0	0	0	0.47	0.69	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.25	172.25	0	148.32	148.32	0	0	0	43.76	43.76	1913.84	325.35	133.27	0	0	133.27	0	133.27	1399.84	674	0	12	0	1705.36	2189.04	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725.84	-725.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	1705.36	1705.36	1913.84	305.52	305.52	0	305.52	0	0	0	0	0	0	1608.32	1913.84	1913.84	0	0	0	1913.84	0	0	0	0	0	0	0	0	1913.84	0	0	0	0	0	0	0	0	0	0	0	1913.84	0	0	0	0	0	0	0	0	0	305.52	1608.32	0	0	1913.84	1705.36	1913.84	1913.84	1913.84	0	1399.84	1705.36	1705.36	208.48	1608.32	1705.36	0	0	1399.84	1399.84	1705.36	2901	0	0
30	3001	0	0	0	79	1	0	10	1	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018.15	0	239.66	0	2018.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226.63	0	2226.63	378.53	162.2	0	0	0	0	0	162.2	200.4	0	0	0	0	0	0	0	0	0	0	0.87	0.91	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.4	200.4	0	172.56	172.56	0	0	0	43.76	43.76	2226.63	378.53	162.2	0	0	162.2	0	162.2	1655.55	674	0	12	0	2018.15	2189.04	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981.55	-981.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	2018.15	2018.15	2466.29	362.6	362.6	0	362.6	0	0	0	0	0	0	2103.69	2226.63	2226.63	0	0	0	2466.29	0	0	0	0	0	0	0	0	2466.29	0	0	0	0	0	0	0	0	0	0	0	2466.29	0	0	0	0	0	0	0	0	0	362.6	2103.69	0	0	2226.63	2018.15	2226.63	2226.63	2226.63	0	1655.55	2257.81	2018.15	448.14	2103.69	2018.15	0	0	1895.21	1895.21	2018.15	3001	0	0
31	3101	0	0	0	81	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.14	0	239.66	0	1901.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2109.62	0	2109.62	358.64	151.38	0	0	0	0	0	151.38	189.87	0	0	0	0	0	0	0	0	0	0	0.6	0.12	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.87	189.87	0	163.5	163.5	0	0	0	43.76	43.76	2109.62	358.64	151.38	0	0	151.38	0	151.38	1559.9	674	0	12	0	1901.14	2189.04	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.9	-885.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1901.14	1901.14	2349.28	341.25	341.25	0	341.25	0	0	0	0	0	0	2008.04	2109.62	2109.62	0	0	0	2349.28	0	0	0	0	0	0	0	0	2349.28	0	0	0	0	0	0	0	0	0	0	0	2349.28	0	0	0	0	0	0	0	0	0	341.25	2008.04	0	0	2109.62	1901.14	2109.62	2109.62	2109.62	0	1559.9	2140.8	1901.14	448.14	2008.04	1901.14	0	0	1799.56	1799.56	1901.14	3101	0	0
32	3201	0	0	3202	86	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	239.66	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980.97	0	1980.97	0	150.75	2102.83	357.48	43.76	142.02	0	139.48	178.29	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.29	178.29	0	153.53	153.53	0	0	0	0	43.76	1980.97	336.76	139.48	0	0	301.5	0	292.77	1554.35	674	0	12	0	1894.35	1563.6	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760.69	-1760.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1772.49	1772.49	2220.63	317.77	317.77	0	317.77	0	0	0	0	0	0	1902.86	1980.97	1980.97	0	0	0	2220.63	0	0	0	0	0	0	0	0	2220.63	0	0	0	0	0	0	0	0	0	0	0	2220.63	0	0	0	0	0	0	0	0	0	317.77	1902.86	0	0	1980.97	1772.49	1980.97	1980.97	1980.97	0	1454.72	2012.15	1772.49	448.14	1902.86	1772.49	0	0	1694.38	1694.38	1772.49	3201	0	0
32	3202	0	0	3201	71	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224.69	0	2224.69	0	150.75	2102.83	357.48	43.76	159.49	0	162.02	200.22	0	0	0	0	0	0	0	0	0	0	0.37	0.36	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.22	200.22	0	172.41	172.41	0	0	0	0	43.76	2224.69	378.2	162.02	0	0	0	0	310.24	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	2016.21	2016.21	2224.69	362.25	362.25	0	362.25	0	0	0	0	0	0	1862.45	2224.69	2224.69	0	0	0	2224.69	0	0	0	0	0	0	0	0	2224.69	0	0	0	0	0	0	0	0	0	0	0	2224.69	0	0	0	0	0	0	0	0	0	362.25	1862.45	0	0	2224.69	2016.21	2224.69	2224.69	2224.69	0	1653.97	2016.21	2016.21	208.48	1862.45	2016.21	0	0	1653.97	1653.97	2016.21	3201	0	1
33	3301	0	0	3302	85	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	239.66	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1847.06	0	1847.06	0	138.54	1970.81	335.04	43.76	129.84	0	127.09	166.24	0	0	0	0	0	0	0	0	0	0	0.92	0.09	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.24	166.24	0	143.15	143.15	0	0	0	0	43.76	1847.06	314	127.09	0	0	277.08	0	268.38	1446.41	674	0	12	0	1762.33	1563.6	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544.83	-1544.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1638.58	1638.58	2086.72	293.33	293.33	0	293.33	0	0	0	0	0	0	1793.39	1847.06	1847.06	0	0	0	2086.72	0	0	0	0	0	0	0	0	2086.72	0	0	0	0	0	0	0	0	0	0	0	2086.72	0	0	0	0	0	0	0	0	0	293.33	1793.39	0	0	1847.06	1638.58	1847.06	1847.06	1847.06	0	1345.25	1878.24	1638.58	448.14	1793.39	1638.58	0	0	1584.91	1584.91	1638.58	3301	0	0
33	3302	0	0	3301	85	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	239.66	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094.56	0	2094.56	0	138.54	1970.81	335.04	43.76	147.24	0	149.99	188.51	0	0	0	0	0	0	0	0	0	0	0.46	0.73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.51	188.51	0	162.33	162.33	0	0	0	0	43.76	2094.56	356.07	149.99	0	0	0	0	285.78	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1886.08	1886.08	2334.22	338.5	338.5	0	338.5	0	0	0	0	0	0	1995.72	2094.56	2094.56	0	0	0	2334.22	0	0	0	0	0	0	0	0	2334.22	0	0	0	0	0	0	0	0	0	0	0	2334.22	0	0	0	0	0	0	0	0	0	338.5	1995.72	0	0	2094.56	1886.08	2094.56	2094.56	2094.56	0	1547.58	2125.74	1886.08	448.14	1995.72	1886.08	0	0	1787.24	1787.24	1886.08	3301	0	1
34	3401	0	0	3402	42	1	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	50	0	0	2777.95	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.86	0	498.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397.09	0	2397.09	0	58.4	2106.22	358.06	43.76	171.93	0	177.97	215.74	0	0	0	0	0	0	0	0	0	0	0.99	0.97	0.94	0	0	0	0	2777.95	271.13	41.67	68.06	380.86	2777.95	271.13	180.57	46.39	0	0	498.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.74	215.74	0	185.77	185.77	0	0	0	0	43.76	2397.09	407.51	177.97	0	185.34	116.79	995.75	230.32	910.78	674	0	12	0	1083.86	1563.6	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	650.67	0.38	0.59	0	0	0	0.03	947.12	-296.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777.95	2777.95	1025	0	1025	0	2777.95	1025	393.71	393.71	0	393.71	0	380.86	0	0	498.09	380.86	3028.38	2777.95	2777.95	0	1000	25	0	0	0	0	0	0	0	0	1025	0	0	0	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1000	0	0	774.56	3028.38	2777.95	0	2397.09	2397.09	2777.95	2397.09	2397.09	0	2003.38	0	2397.09	1025	3028.38	0	0	0	2003.38	2003.38	0	3401	0	0
34	3402	0	0	3401	40	0	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	32	0	0	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.43	0	377.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.36	0	1815.36	0	58.4	2106.22	358.06	43.76	130.2	0	124.16	163.38	0	0	0	0	0	0	0	0	0	0	0.94	0.71	0.48	0	0	0	0	2103.79	205.33	31.56	51.54	288.43	2103.79	205.33	136.75	35.13	0	0	377.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.38	163.38	0	140.69	140.69	0	0	0	0	43.76	1815.36	308.61	124.16	0	0	0	0	188.6	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	2103.79	0	0	0	0	2103.79	0	287.54	287.54	0	287.54	0	288.43	0	0	377.21	288.43	1527.82	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575.97	1527.82	2103.79	0	1815.36	1815.36	2103.79	1815.36	1815.36	0	1527.82	0	1815.36	0	1527.82	0	0	0	1527.82	1527.82	0	3401	0	1
34	3403	3402	3401	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.61	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	1	0
34	3404	3402	3401	0	17	0	4	10	1	0	0	0	0	0	3	9	0	0	0	0	0	0	0	15	0	0	0	37	0	0	142.54	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.54	0	0	0	0	0	0	0	0	19.54	19.54	25.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.54	142.54	0	0	0	0	0	0	0	0	0	0	0	11.07	0	0	0	0	0	0	0	0	0	0	0.5	0.94	0.37	0	0	0	0	142.54	13.91	2.14	3.49	19.54	142.54	13.91	9.27	2.38	0	0	25.56	0	0	0	0	0	19.54	0	0	0	0	0	0	0	0	0	0	0	11.07	11.07	0	9.53	9.53	0	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.54	142.54	0	0	0	0	142.54	0	11.07	11.07	0	11.07	0	19.54	0	0	25.56	19.54	111.93	142.54	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.61	111.93	142.54	0	123	142.54	142.54	0	142.54	0	111.93	0	123	0	111.93	0	0	0	111.93	111.93	0	3401	1	0
