idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
54	5401	0	0	5402	47	1	0	10	2	0	0	0	0	0	2	5	0	0	0	0	0	15	0	0	0	40	0	0	0	974.89	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	798.56	0	798.56	0	0	786.37	141.55	46.34	0	0	0	288.95	0	0	0	0	0	974.89	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	0	0	0	0	0	497.42	674	0	12	0	786.37	1103.2	0.12	0	40	0.5	0	497.42	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	974.89	0	0	0	0	974.89	0	288.95	288.95	0	288.95	0	0	176.32	0	0	176.32	509.61	974.89	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.28	509.61	974.89	0	0	798.56	974.89	798.56	0	798.56	509.61	0	798.56	0	509.61	0	0	0	509.61	509.61	5401	0	0
54	5402	0	0	5401	47	0	0	10	2	0	0	0	0	0	2	9	0	0	0	0	0	15	0	0	0	40	0	0	0	950.5	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	774.18	0	774.18	0	0	786.37	141.55	46.34	0	0	0	288.95	0	0	0	0	0	950.5	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	950.5	0	0	0	0	950.5	0	288.95	288.95	0	288.95	0	0	176.32	0	0	176.32	485.23	950.5	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.28	485.23	950.5	0	0	774.18	950.5	774.18	0	774.18	485.23	0	774.18	0	485.23	0	0	0	485.23	485.23	5401	0	1
55	5501	0	0	5502	31	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	15	0	0	0	55	3271.21	3271.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	207	0	83.33	0	0	370	83.33	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	448.48	674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2822.72	0	2822.72	0	5.66	1411.36	254.05	46.34	196.66	0	202.32	254.05	0	0	0	0	0	0	0	0	3271.21	319.27	49.07	80.14	448.48	3271.21	319.27	212.63	58.88	80.14	3.27	674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.05	254.05	0	218.76	218.76	0	0	46.34	2822.72	508.09	242.99	0	185.34	11.32	667.24	202.32	590.17	674	0	12	0	1099.93	1103.2	0.15	0	55	0.36	0	590.17	800	1000	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	660.33	0.31	0.56	0	0	0.13	0	0	0	0	0	0	0	0	0	0	207	370	0	0	83.33	0	0	0	3271.21	3271.21	2743.67	2743.67	0	0	3271.21	2743.67	456.36	456.36	0	456.36	0	448.48	0	0	674.2	448.48	5110.03	3271.21	3271.21	0	2743.67	0	0	0	0	0	0	0	0	0	2743.67	0	0	0	3271.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2743.67	0	0	904.85	5110.03	3271.21	0	2822.72	2822.72	3271.21	2822.72	2822.72	0	2366.36	0	4399.72	2743.67	5110.03	0	0	0	3943.36	3943.36	5501	0	0
55	5502	0	0	5501	29	0	0	10	2	0	0	0	0	0	5	3	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	1411.36	254.05	46.34	0	0	5.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	5.66	0	5.66	0	0	0	0	0	0	-5.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	-5.66	0	0	0	0	0	0	0	0	-5.66	0	0	0	-5.66	0	0	0	-5.66	-5.66	5501	0	1
55	5503	5502	5501	0	5	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5501	1	0
55	5504	5502	5501	0	0	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5501	1	0
56	5601	0	0	5602	71	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	1864.04	0	150.21	1917.49	345.15	46.34	146.02	0	144.73	167.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.76	167.76	0	144.46	144.46	0	0	46.34	1864.04	335.53	144.73	0	0	300.42	0	296.23	1594.71	674	0	12	0	1917.49	1103.2	0.15	0	40	0.5	0	1594.71	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1841.42	-1841.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	1864.04	1864.04	312.49	312.49	0	312.49	0	0	0	0	0	0	1551.55	1864.04	1864.04	0	0	0	1864.04	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	312.49	1551.55	0	0	1864.04	1864.04	1864.04	1864.04	1864.04	0	1551.55	1864.04	1864.04	0	1551.55	1864.04	0	0	1551.55	1551.55	5601	0	0
56	5602	0	0	5601	66	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970.94	0	0	0	0	1970.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970.94	0	1970.94	0	150.21	1917.49	345.15	46.34	154.39	0	155.69	177.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.38	177.38	0	152.75	152.75	0	0	46.34	1970.94	354.77	155.69	0	0	0	0	304.6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970.94	1970.94	1970.94	333.07	333.07	0	333.07	0	0	0	0	0	0	1637.87	1970.94	1970.94	0	0	0	1970.94	0	0	0	0	0	0	0	0	1970.94	0	0	0	0	0	0	0	0	0	0	0	1970.94	0	0	0	0	0	0	0	0	0	333.07	1637.87	0	0	1970.94	1970.94	1970.94	1970.94	1970.94	0	1637.87	1970.94	1970.94	0	1637.87	1970.94	0	0	1637.87	1637.87	5601	0	1
57	5701	0	0	5702	39	1	0	10	2	0	0	0	0	0	5	-1	0	0	0	0	0	15	0	0	0	-1	1588.12	1588.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.73	286.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370.39	0	1370.39	0	19.36	1545	278.1	46.34	99.37	0	94.13	123.34	0	0	0	0	0	0	0	0	1588.12	155	23.82	38.91	217.73	1588.12	155	103.23	28.59	0	0	286.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.34	123.34	0	106.21	106.21	0	0	46.34	1370.39	246.67	94.13	0	0	0	0	118.72	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588.12	1588.12	0	0	0	0	1588.12	0	217.47	217.47	0	217.47	0	217.73	0	0	286.82	217.73	1152.93	1588.12	1588.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.2	1152.93	1588.12	0	1370.39	1370.39	1588.12	1370.39	1370.39	0	1152.93	0	1370.39	0	1152.93	0	0	0	1152.93	1152.93	5702	0	1
57	5702	0	0	5701	40	0	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	15	0	0	0	40	1992.81	1992.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	236	0	0	16.67	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	273.21	410.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1719.6	0	1719.6	0	19.36	1545	278.1	46.34	124.69	0	129.92	154.76	0	0	0	0	0	0	0	0	1992.81	194.5	29.89	48.82	273.21	1992.81	194.5	129.53	35.87	48.82	1.99	410.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.76	154.76	0	133.27	133.27	0	0	46.34	1719.6	309.53	129.92	0	185.34	38.71	730.42	144.04	646.96	674	0	12	0	924	1103.2	0.15	0	55	0.36	0	646.96	800	1000	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	622.67	0.38	0.59	0	0	0	0.03	0	0	0	0	0	0	0	0	0	236	370	0	0	0	16.67	0	0	1992.81	1992.81	1622.67	1622.67	0	0	1992.81	1622.67	284.69	284.69	0	284.69	0	273.21	0	0	410.72	273.21	3057.58	1992.81	1992.81	0	1606	16.67	0	0	0	0	0	0	0	0	1622.67	0	0	0	1992.81	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67	0	1606	0	0	557.9	3057.58	1992.81	0	1719.6	1719.6	1992.81	1719.6	1719.6	0	1434.91	0	2325.6	1622.67	3057.58	0	0	0	2040.91	2040.91	5702	0	0
57	5703	5702	5701	0	15	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5702	1	0
57	5704	5702	5701	0	7	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5702	1	0
58	5801	0	0	5802	47	1	0	10	2	0	0	0	0	0	2	5	0	0	0	0	0	15	0	0	0	50	0	0	0	6085.44	6085.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6085.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	5909.11	0	5909.11	0	260.37	3413.15	614.37	46.34	530.98	0	873.91	288.95	0	0	0	0	0	6085.44	0	6085.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	873.91	92.67	520.73	926.6	791.35	1781.81	674	0	12	0	2275.43	1103.2	0.15	0	45	0.44	0	1781.81	800	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	185	0	311.33	0.38	0.59	0	0	0	0.03	3323.42	-3012.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6085.44	6085.44	0	0	0	0	6085.44	0	1162.86	1162.86	0	1162.86	0	0	176.32	0	0	176.32	4746.25	6085.44	6085.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6085.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339.19	4746.25	6085.44	0	0	5909.11	6085.44	5909.11	0	5909.11	4746.25	0	5909.11	0	4746.25	0	0	0	4746.25	4746.25	5801	0	0
